cell_name,cohort,dqdv_peak_v_c5_dis,dqdv_peak_v_shift_c1c5_dis,dqdv_charge_discharge_hysteresis_c5,dqdv_cosine_sim_c1c5_dis
AR-3420,AR,3.6638999999998716,-0.0019999999999997797,0.12040000000006534,0.9995473505290299
AR-3421,AR,3.6755999999998705,0.0028999999999999027,0.10220000000006424,0.9995778067041285
AR-3422,AR,3.5859999999998804,0.0039999999999995595,0.2173000000000913,0.998955920866715
AR-3423,AR,3.578899999999881,0.009999999999998899,0.21220000000008854,0.9991236095346144
AR3684,AR,3.6007999999998788,0.0039999999999995595,0.23560000000009262,0.9989365571059852
AR3685,AR,3.6358999999998747,-0.005999999999999339,0.17420000000009672,0.9968384175972759
AR3771,AR,3.6380999999998744,-0.0009000000000001229,0.04520000000008695,0.9989579099375707
AR3772,AR,3.623999999999876,0.013199999999998546,0.1921000000000901,0.9986168463322972
AR3773,AR,3.6219999999998764,0.0031999999999996476,0.19440000000009094,0.9986942468281511
AR3774,AR,3.622899999999876,0.0009999999999998899,0.16860000000009556,0.9986147206733966
AR3775,AR,3.650899999999873,-0.006899999999999462,0.028100000000085057,0.9992616727098419
AR3776,AR,3.636799999999875,0.00879999999999903,0.16180000000009542,0.9984203418968671
AR3843,AR,NaN,NaN,NaN,NaN
AR3854,AR,3.5707999999998816,0.008599999999999053,0.2586000000000963,0.9990197544375791
AR3858,AR,3.550899999999883,-0.27179999999997095,0.3759000000000974,0.9959886914960516
AR3864,AR,3.6557999999998727,0.0007999999999999119,0.13060000000005978,0.9997086996245949
AR3865,AR,3.651699999999873,-0.004699999999999704,0.13790000000005964,0.9997260044756953
AR3867,AR,3.6037999999998784,0.010199999999998877,0.21250000000008828,0.9984464396921439
AR3870,AR,3.631299999999875,-0.004999999999999005,0.19130000000006175,0.9958705319969252
AR3871,AR,3.5917999999998798,0.0017999999999998018,0.24660000000008298,0.9975184298614985
AR3872,AR,3.6635999999998714,-0.0038000000000000256,0.12420000000006448,0.999602948402784
AR3873,AR,3.6629999999998715,-0.0009000000000001229,0.12850000000006334,0.999430255314923
AR3875,AR,3.596899999999879,-0.010999999999998789,0.22590000000008814,0.9985526779802062
AR3876,AR,3.670599999999871,-0.005099999999999216,0.10340000000006899,0.9996612961117572
AR3877,AR,3.67769999999987,-0.0017999999999998018,0.09750000000006986,0.999596535217215
AR3879,AR,3.626599999999876,0.006399999999999739,0.1822000000000985,0.9989034243652111
AR3883,AR,3.615999999999877,0.021299999999997876,0.20550000000009883,0.9977442221436467
AR3884,AR,3.5379999999998857,-0.053799999999994075,0.2862000000000897,0.9972402880803927
AR3885,AR,3.597799999999879,0.01889999999999814,0.2283000000000972,0.9973122917281135
AR3886,AR,3.6019999999998786,0.025199999999997225,0.21460000000009805,0.9991253337354378
AR3887,AR,3.5758999999998813,-0.0020999999999999908,0.2571000000000949,0.998965010259025
AR3891,AR,3.615899999999877,0.015999999999998238,0.20700000000009577,0.9989487747182474
AR3908,AR,3.6049999999998783,0.004999999999999449,0.20570000000009703,0.9986314133791525
AR3909,AR,3.6086999999998777,0.008999999999999009,0.20130000000009662,0.9986848303092677
AR3910,AR,3.617999999999877,0.005999999999999339,0.1890000000000991,0.998724200354554
AR3911,AR,3.604699999999878,0.0242999999999971,0.24250000000010052,0.99911016271545
AR3914,AR,3.5372999999998855,0.008299999999998864,0.46230000000007765,0.9985831859260579
AR3915,AR,3.5746999999998814,0.0235999999999974,0.28230000000009525,0.9986993442973869
AR3917,AR,3.581999999999881,0.0042999999999997485,0.26850000000008745,0.9967203768422604
AR3918,AR,3.5847999999998805,0.010299999999999088,0.25410000000008726,0.9973849216366384
AR3919,AR,3.58669999999988,0.0009999999999998899,0.24650000000009387,0.9994094384453613
AR3920,AR,3.5821999999998804,-0.0047999999999999154,0.25170000000009773,0.9993124847562633
AR3921,AR,3.58899999999988,0.02569999999999739,0.2659000000000904,0.9967932479428564
AR3922,AR,3.58459999999988,-0.007999999999999563,0.2652000000000889,0.9970393638358381
AR3923,AR,3.600399999999879,0.010599999999999277,0.2297000000000966,0.9995817981566594
AR3924,AR,3.58569999999988,0.00569999999999915,0.2459000000000966,0.9993425163595373
AR3941,AR,3.5859999999998804,-0.0019999999999997797,0.24930000000009445,0.9983130966676331
AR3942,AR,3.59079999999988,0.013899999999998691,0.24530000000009444,0.9982713542214096
AR3944,AR,3.5767999999998814,0.01789999999999825,0.2608000000000952,0.9968076905301656
AR3949,AR,3.58629999999988,-0.019699999999998052,0.25670000000009896,0.9978106343144186
AR3950,AR,3.58939999999988,-0.016199999999998216,0.2680000000000988,0.9990692475156344
AR3951,AR,3.6008999999998785,-0.022099999999997788,0.2238000000000988,0.9985211198608656
AR3952,AR,3.599799999999879,0.049799999999994515,0.21060000000010204,0.976762742311436
AR3953,AR,3.6107999999998777,0.04389999999999539,0.20640000000010383,0.9834101213600114
AR3961,AR,3.620799999999876,-0.008799999999999475,0.1943000000000925,0.9984232387939478
